,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
368,7,4,281322,17,1,1,2,8,6,2,2,2,1,10,7,2,8018,819725,8460,0,6
370,7,4,451508,23,1,1,2,8,6,2,2,1,1,10,7,1,7566,881620,17726,0,8
371,7,4,127363,13,0,1,2,8,6,2,2,3,1,10,7,2,7992,1044329,9343,0,9
373,7,4,757687,20,0,1,2,8,6,2,2,1,1,10,7,3,5276,1047820,9541,0,7
374,7,4,180985,12,1,1,2,8,6,2,2,2,1,10,7,2,10228,422595,10651,0,9
376,7,4,243837,13,1,1,2,8,6,2,2,3,1,10,7,1,4322,1156844,11618,0,8
377,7,4,171746,23,0,1,2,8,6,2,2,3,1,10,7,2,9710,798825,8959,0,6
379,7,4,486467,18,0,1,2,8,6,2,2,3,1,10,7,2,10559,830408,15037,0,7
380,7,4,174937,18,1,1,2,8,6,2,2,3,1,10,7,3,10624,1370052,14116,0,9
381,7,4,489570,23,0,1,2,8,6,2,2,2,1,10,7,2,5776,1256620,13122,0,6
382,7,4,783443,10,1,1,2,8,6,2,2,1,1,10,7,2,5734,714516,17039,0,7
383,7,4,432162,23,0,1,2,8,6,2,2,1,1,10,7,2,6786,488618,15311,0,6
384,7,4,340182,24,1,1,2,8,6,2,2,2,1,10,7,3,4871,782195,10481,0,8
385,7,4,176383,15,0,1,2,8,6,2,2,1,1,10,7,2,7174,1344447,12918,0,8
387,7,4,737877,11,0,1,2,8,6,2,2,3,1,10,7,1,5474,660175,13202,0,8
388,7,4,721985,15,1,1,2,8,6,2,2,2,1,10,7,2,12486,615023,8195,0,6
389,7,4,513128,10,0,1,2,8,6,2,2,1,1,10,7,1,11241,1310613,17960,0,6
390,7,4,178945,16,1,1,2,8,6,2,2,2,1,10,7,1,8754,955382,7841,0,8
392,7,4,303762,23,1,1,2,8,6,2,2,2,1,10,7,3,4255,1039207,16990,0,9
394,7,4,652414,17,1,1,2,8,6,2,2,1,1,10,7,1,8509,740869,19171,0,7
395,7,4,326450,12,0,1,2,8,6,2,2,1,1,10,7,2,4195,973502,8266,0,8
396,7,4,167104,13,1,1,2,8,6,2,2,3,1,10,7,2,8815,984725,16126,0,6
397,7,4,417866,23,0,1,2,8,6,2,2,1,1,10,7,1,7938,493237,10407,0,9
398,7,4,224450,14,1,1,2,8,6,2,2,3,1,10,7,1,11606,870417,11079,0,9
399,7,4,662852,21,0,1,2,8,6,2,2,3,1,10,7,3,10458,1359561,17260,0,7
400,3,4,659738,14,1,1,2,9,6,2,1,1,1,10,7,2,6725,555826,19397,0,7
403,3,4,467450,11,0,1,2,9,6,2,1,2,1,10,7,2,6380,1388805,7726,0,8
404,3,4,662089,18,1,1,2,9,6,2,1,2,1,10,7,3,4557,997479,16361,0,9
405,3,4,258362,17,0,1,2,9,6,2,1,2,1,10,7,1,10110,1129126,10274,0,7
406,3,4,445860,12,1,1,2,9,6,2,1,1,1,10,7,1,8426,1175778,8807,0,6
408,3,4,380982,12,1,1,2,9,6,2,1,3,1,10,7,3,10815,567801,12620,0,8
409,3,4,637108,19,0,1,2,9,6,2,1,1,1,10,7,2,5059,580273,16966,0,9
410,3,4,371713,17,1,1,2,9,6,2,1,1,1,10,7,1,12288,1183264,18596,0,8
411,3,4,647148,22,0,1,2,9,6,2,1,1,1,10,7,3,6206,1135108,9803,0,6
412,3,4,766691,10,1,1,2,9,6,2,1,2,1,10,7,1,7687,1294438,14832,0,9
413,3,4,438722,11,0,1,2,9,6,2,1,3,1,10,7,2,12112,479385,12873,0,6
414,3,4,305828,19,1,1,2,9,6,2,1,2,1,10,7,2,10445,805895,18814,0,8
415,3,4,451087,24,0,1,2,9,6,2,1,2,1,10,7,3,5084,924817,15619,0,7
416,3,4,502230,13,1,1,2,9,6,2,1,2,1,10,7,2,5769,693831,11965,0,7
417,3,4,385557,17,0,1,2,9,6,2,1,1,1,10,7,1,11103,651936,16625,0,9
418,3,4,372568,22,1,1,2,9,6,2,1,1,1,10,7,1,7179,822076,19972,0,7
420,3,4,740465,21,1,1,2,9,6,2,1,3,1,10,7,1,4668,1311500,9312,0,8
423,3,4,298132,21,0,1,2,9,6,2,1,1,1,10,7,3,11243,985250,9564,0,6
425,3,4,444046,21,0,1,2,9,6,2,1,2,1,10,7,1,4834,963149,13131,0,6
428,3,4,719939,22,1,1,2,9,6,2,1,1,1,10,7,3,4918,1095818,15186,0,6
429,3,4,638947,13,0,1,2,9,6,2,1,3,1,10,7,1,7350,465050,10283,0,8
430,3,4,730111,16,1,1,2,9,6,2,1,3,1,10,7,3,9925,796437,14228,0,9
431,3,4,574886,10,0,1,2,9,6,2,1,1,1,10,7,2,6802,658964,8183,0,8
432,3,4,436882,10,1,1,2,9,6,2,1,1,1,10,7,2,7431,689021,10126,0,9
433,3,4,211401,14,0,1,2,9,6,2,1,3,1,10,7,2,5636,877461,15601,0,7
434,3,4,676454,10,1,1,2,9,6,2,1,1,1,10,7,1,7822,613137,11348,0,8
435,3,4,103191,24,0,1,2,9,6,2,1,2,1,10,7,1,4393,1173982,11892,0,6
436,3,4,486333,20,1,1,2,9,6,2,1,1,1,10,7,3,4931,863752,8219,0,9
437,3,4,634173,19,0,1,2,9,6,2,1,2,1,10,7,3,3668,651315,18609,0,9
438,3,4,154285,10,1,1,2,9,6,2,1,2,1,10,7,1,11734,514791,17199,0,6
440,3,4,282769,23,1,1,2,9,6,2,1,1,1,10,7,1,7853,932159,12362,0,8
441,3,4,494610,24,0,1,2,9,6,2,1,2,1,10,7,3,3797,1417838,7905,0,9
443,3,4,208718,13,0,1,2,9,6,2,1,2,1,10,7,3,4483,1340997,7708,0,9
444,3,4,468628,22,1,1,2,9,6,2,1,1,1,10,7,2,7964,789774,13467,0,8
445,3,4,475669,18,0,1,2,9,6,2,1,1,1,10,7,2,9390,1321968,14993,0,6
446,3,4,219201,17,1,1,2,9,6,2,1,1,1,10,7,1,3660,947713,13550,0,6
448,3,4,602768,12,1,1,2,9,6,2,1,3,1,10,7,2,3766,713852,16778,0,7
451,3,4,691004,17,0,1,2,9,6,2,1,3,1,10,7,2,4804,701567,15773,0,7
452,3,4,522386,23,1,1,2,9,6,2,1,3,1,10,7,2,11956,1101078,16952,0,8
454,3,4,544474,16,1,1,2,9,6,2,1,3,1,10,7,2,5593,1381255,10400,0,9
455,3,4,203040,15,0,1,2,9,6,2,1,1,1,10,7,1,7933,837163,18184,0,6
456,3,4,647431,11,1,1,2,9,6,2,1,3,1,10,7,2,6645,1336520,11791,0,6
457,3,4,208115,24,0,1,2,9,6,2,1,1,1,10,7,3,11678,593797,17616,0,9
458,3,4,701419,12,1,1,2,9,6,2,1,3,1,10,7,3,7577,1291956,18752,0,6
459,3,4,290341,24,0,1,2,9,6,2,1,2,1,10,7,2,4906,1094035,8139,0,7
461,3,4,442416,15,0,1,2,9,6,2,1,1,1,10,7,3,6095,1077081,11967,0,9
462,3,4,641854,10,1,1,2,9,6,2,1,3,1,10,7,3,7798,1317772,18307,0,9
463,3,4,143318,21,0,1,2,9,6,2,1,2,1,10,7,3,7823,1367669,19083,0,7
464,3,4,519979,21,1,1,2,9,6,2,1,1,1,10,7,3,5998,1210864,9774,0,6
465,3,4,384045,16,0,1,2,9,6,2,1,3,1,10,7,2,3819,1156516,11596,0,6
466,3,4,519747,17,1,1,2,9,6,2,1,3,1,10,7,3,10516,1065760,11130,0,7
467,3,4,694540,23,0,1,2,9,6,2,1,3,1,10,7,3,6996,1203682,16686,0,8
468,3,4,304003,12,1,1,2,9,6,2,1,1,1,10,7,3,11954,724599,18838,0,6
469,3,4,625501,10,0,1,2,9,6,2,1,1,1,10,7,2,8667,1034452,10076,0,8
470,3,4,426410,21,1,1,2,9,6,2,1,2,1,10,7,3,5121,640465,14347,0,8
472,3,4,456686,13,1,1,2,9,6,2,1,2,1,10,7,3,4366,925882,14329,0,7
473,3,4,162874,10,0,1,2,9,6,2,1,1,1,10,7,1,8508,1071384,15994,0,6
474,3,4,333224,22,1,1,2,9,6,2,1,2,1,10,7,3,4120,869607,10014,0,9
475,3,4,209032,14,0,1,2,9,6,2,1,3,1,10,7,1,11564,1434722,18597,0,6
476,3,4,531354,22,1,1,2,9,6,2,1,3,1,10,7,2,5455,1212861,15299,0,6
477,3,4,218360,18,0,1,2,9,6,2,1,1,1,10,7,1,11378,907709,18307,0,6
478,3,4,533646,13,1,1,2,9,6,2,1,3,1,10,7,3,7581,1352257,14352,0,8
479,3,4,217049,12,0,1,2,9,6,2,1,3,1,10,7,2,11240,1062494,17682,0,7
480,3,4,726982,18,1,1,2,9,6,2,1,1,1,10,7,2,4298,1420038,9360,0,7
481,3,4,474446,22,0,1,2,9,6,2,1,1,1,10,7,1,7981,1214793,15962,0,7
482,3,4,226397,17,1,1,2,9,6,2,1,2,1,10,7,1,9410,1300989,8936,0,9
483,3,4,561941,17,0,1,2,9,6,2,1,1,1,10,7,3,6778,1073115,18602,0,6
484,3,4,753676,18,1,1,2,9,6,2,1,3,1,10,7,2,11922,1345603,17016,0,8
485,3,4,422223,18,0,1,2,9,6,2,1,3,1,10,7,3,9080,1057068,19586,0,7
486,3,4,194797,24,1,1,2,9,6,2,1,1,1,10,7,2,4499,1105912,9439,0,8
487,3,4,415600,24,0,1,2,9,6,2,1,3,1,10,7,2,10169,1231339,17108,0,8
488,3,4,214271,11,1,1,2,9,6,2,1,1,1,10,7,2,8075,1403934,8231,0,8
490,3,4,141014,24,1,1,2,9,6,2,1,1,1,10,7,1,6028,641256,17736,0,6
491,3,4,381533,12,0,1,2,9,6,2,1,2,1,10,7,3,9232,850119,10445,0,6
492,3,4,761214,23,1,1,2,9,6,2,1,1,1,10,7,3,4591,970057,18414,0,6
493,3,4,253540,14,0,1,2,9,6,2,1,2,1,10,7,2,9727,513586,10070,0,8
494,3,4,267954,24,1,1,2,9,6,2,1,1,1,10,7,1,10490,1355577,19485,0,8
495,3,4,681182,21,0,1,2,9,6,2,1,3,1,10,7,1,4700,1197350,10873,0,8
496,3,4,636982,18,1,1,2,9,6,2,1,3,1,10,7,3,3827,422575,12758,0,9
498,3,4,606599,19,1,1,2,9,6,2,1,2,1,10,7,2,10201,559694,11603,0,7
499,3,4,795508,23,0,1,2,9,6,2,1,1,1,10,7,3,4348,1086050,12682,0,6
500,6,1,246693,13,1,1,2,10,2,3,1,2,1,12,7,1,4669,929644,14764,0,6
501,6,1,367598,23,0,1,2,10,2,3,1,2,1,12,7,3,9920,1153051,9452,0,7
502,6,1,143418,15,1,1,2,10,2,3,1,3,1,12,7,3,10892,873180,9641,0,9
503,6,1,291507,17,0,1,2,10,2,3,1,3,1,12,7,2,11751,933744,13006,0,7
505,6,1,643545,12,0,1,2,10,2,3,1,1,1,12,7,1,6115,610880,17531,0,9
506,6,1,650381,23,1,1,2,10,2,3,1,3,1,12,7,1,6040,668565,15637,0,9
507,6,1,307140,19,0,1,2,10,2,3,1,2,1,12,7,2,10010,1174226,9585,0,6
508,6,1,670777,12,1,1,2,10,2,3,1,1,1,12,7,2,5943,938494,7617,0,9
509,6,1,498581,15,0,1,2,10,2,3,1,2,1,12,7,1,7778,1084600,16329,0,8
511,6,1,650628,19,0,1,2,10,2,3,1,3,1,12,7,3,4389,1408922,13771,0,7
512,6,1,657655,10,1,1,2,10,2,3,1,2,1,12,7,1,8477,913624,8994,0,6
513,6,1,284865,18,0,1,2,10,2,3,1,2,1,12,7,3,6041,911094,12808,0,8
516,6,1,582373,13,1,1,2,10,2,3,1,1,1,12,7,2,4871,770163,9674,0,8
519,6,1,465082,24,0,1,2,10,2,3,1,1,1,12,7,2,3619,1429810,13355,0,8
520,6,1,248846,20,1,1,2,10,2,3,1,2,1,12,7,1,11495,632500,8017,0,6
521,6,1,477737,24,0,1,2,10,2,3,1,3,1,12,7,1,8148,730928,11400,0,7
522,6,1,120388,10,1,1,2,10,2,3,1,1,1,12,7,3,7291,949299,19685,0,8
523,6,1,321397,16,0,1,2,10,2,3,1,1,1,12,7,1,12483,1332625,12572,0,7
524,6,1,311703,19,1,1,2,10,2,3,1,1,1,12,7,3,4178,1297039,9690,0,9
526,6,1,316730,10,1,1,2,10,2,3,1,2,1,12,7,3,10312,929891,12222,0,8
527,6,1,791212,24,0,1,2,10,2,3,1,1,1,12,7,1,9145,1280910,16881,0,9
528,6,1,207142,19,1,1,2,10,2,3,1,3,1,12,7,1,4354,712757,11960,0,9
529,6,1,160214,12,0,1,2,10,2,3,1,1,1,12,7,1,10416,1079158,16481,0,9
530,6,1,215961,14,1,1,2,10,2,3,1,2,1,12,7,1,6010,954276,16230,0,9
531,6,1,286479,14,0,1,2,10,2,3,1,2,1,12,7,1,5061,647792,14640,0,6
532,6,1,448239,17,1,1,2,10,2,3,1,3,1,12,7,2,9353,761157,17827,0,6
533,6,1,109328,14,0,1,2,10,2,3,1,3,1,12,7,1,4716,1003659,9817,0,9
534,6,1,782219,21,1,1,2,10,2,3,1,3,1,12,7,1,7087,1128574,11529,0,6
535,6,1,712099,21,0,1,2,10,2,3,1,3,1,12,7,1,6889,1197394,17578,0,8
536,6,1,606457,18,1,1,2,10,2,3,1,3,1,12,7,1,11076,929075,7989,0,7
537,6,1,671230,16,0,1,2,10,2,3,1,3,1,12,7,1,11644,747832,12219,0,7
539,6,1,519310,13,0,1,2,10,2,3,1,1,1,12,7,1,7390,529608,13804,0,6
540,6,1,166550,18,1,1,2,10,2,3,1,2,1,12,7,3,8657,1034392,11264,0,6
542,6,1,146698,11,1,1,2,10,2,3,1,2,1,12,7,3,8196,435883,14958,0,8
545,6,1,353363,12,0,1,2,10,2,3,1,2,1,12,7,1,10831,845673,9964,0,7
546,6,1,117609,23,1,1,2,10,2,3,1,2,1,12,7,2,6636,1195611,10363,0,9
547,6,1,587966,21,0,1,2,10,2,3,1,3,1,12,7,1,10307,439209,9777,0,8
549,6,1,221424,13,0,1,2,10,2,3,1,1,1,12,7,1,9313,765549,12466,0,6
550,6,1,257780,14,1,1,2,10,2,3,1,1,1,12,7,3,4873,1246948,11216,0,9
551,6,1,799628,11,0,1,2,10,2,3,1,1,1,12,7,1,3842,663890,16679,0,6
552,6,1,113127,14,1,1,2,10,2,3,1,2,1,12,7,1,11669,602912,18983,0,6
555,6,1,656728,12,0,1,2,10,2,3,1,1,1,12,7,3,6373,786886,13537,0,6
556,6,1,696776,21,1,1,2,10,2,3,1,1,1,12,7,2,5703,948593,13046,0,7
557,6,1,500088,11,0,1,2,10,2,3,1,2,1,12,7,3,7258,559355,16731,0,8
559,6,1,276176,23,0,1,2,10,2,3,1,1,1,12,7,1,9123,1226412,12326,0,8
560,6,1,523457,14,1,1,2,10,2,3,1,3,1,12,7,3,11398,1142442,9948,0,7
562,6,1,305599,13,1,1,2,10,2,3,1,1,1,12,7,1,8383,1203547,15089,0,7
564,6,1,352461,22,1,1,2,10,2,3,1,2,1,12,7,1,5111,1265882,13173,0,6
565,6,1,204930,16,0,1,2,10,2,3,1,1,1,12,7,2,7248,1279428,11378,0,7
568,6,1,373385,23,1,1,2,10,2,3,1,3,1,12,7,2,5720,1353992,9332,0,6
569,6,1,111851,12,0,1,2,10,2,3,1,1,1,12,7,1,5842,1250931,13359,0,8
572,6,1,375825,10,1,1,2,10,2,3,1,1,1,12,7,3,11895,947503,10861,0,9
575,6,1,169167,18,0,1,2,10,2,3,1,1,1,12,7,1,5396,704200,11669,0,8
576,6,1,535218,22,1,1,2,10,2,3,1,2,1,12,7,3,5277,1298507,7696,0,8
577,6,1,487714,12,0,1,2,10,2,3,1,1,1,12,7,1,6921,981334,8254,0,7
578,6,1,604448,22,1,1,2,10,2,3,1,1,1,12,7,1,11597,1446427,19486,0,7
581,6,1,714177,10,0,1,2,10,2,3,1,2,1,12,7,1,11812,738309,19627,0,9
583,6,1,597143,21,0,1,2,10,2,3,1,2,1,12,7,1,7361,447998,10849,0,8
584,6,1,407561,20,1,1,2,10,2,3,1,1,1,12,7,3,8255,498672,16672,0,6
585,6,1,640528,21,0,1,2,10,2,3,1,1,1,12,7,1,4841,514139,12290,0,6
586,6,1,444232,15,1,1,2,10,2,3,1,2,1,12,7,1,8416,1269704,16195,0,6
587,6,1,191141,19,0,1,2,10,2,3,1,1,1,12,7,2,11659,459835,10707,0,8
588,6,1,474097,22,1,1,2,10,2,3,1,3,1,12,7,2,4835,1280341,11601,0,6
590,6,1,525462,19,1,1,2,10,2,3,1,2,1,12,7,1,4011,876987,14281,0,7
591,6,1,481693,14,0,1,2,10,2,3,1,2,1,12,7,3,4544,1268362,18820,0,9
592,6,1,485201,11,1,1,2,10,2,3,1,1,1,12,7,3,6029,654237,8051,0,7
593,6,1,217631,18,0,1,2,10,2,3,1,1,1,12,7,1,10762,824670,18085,0,8
594,6,1,571064,13,1,1,2,10,2,3,1,3,1,12,7,3,4639,1351462,19727,0,9
596,6,1,438651,13,1,1,2,10,2,3,1,3,1,12,7,3,7097,1114558,11438,0,9
597,6,1,217296,18,0,1,2,10,2,3,1,1,1,12,7,2,12078,1220529,19717,0,9
598,6,1,651792,12,1,1,2,10,2,3,1,3,1,12,7,2,10140,1044126,9102,0,6
599,6,1,699339,15,0,1,2,10,2,3,1,3,1,12,7,1,5022,1246219,16492,0,7
601,4,2,794279,14,0,1,2,11,5,3,3,2,1,10,7,3,6052,727223,12542,0,9
604,4,2,422686,14,1,1,2,11,5,3,3,1,1,10,7,3,9097,700576,17204,0,8
606,4,2,135765,20,1,1,2,11,5,3,3,3,1,10,7,2,6668,1366780,13098,0,6
607,4,2,359986,16,0,1,2,11,5,3,3,3,1,10,7,1,7415,1003190,19220,0,6
609,4,2,614113,12,0,1,2,11,5,3,3,1,1,10,7,3,9332,1030615,8000,0,7
610,4,2,666159,10,1,1,2,11,5,3,3,3,1,10,7,3,9282,1426709,8205,0,6
611,4,2,539990,23,0,1,2,11,5,3,3,1,1,10,7,2,9735,1400765,13224,0,6
613,4,2,316588,24,0,1,2,11,5,3,3,3,1,10,7,1,8098,804894,7614,0,9
614,4,2,401795,20,1,1,2,11,5,3,3,1,1,10,7,2,9379,569987,10976,0,6
615,4,2,325776,13,0,1,2,11,5,3,3,2,1,10,7,3,11075,1049173,14025,0,7
616,4,2,442615,17,1,1,2,11,5,3,3,2,1,10,7,1,4449,1291072,13089,0,8
617,4,2,758621,12,0,1,2,11,5,3,3,2,1,10,7,1,4686,624411,9566,0,7
618,4,2,561031,23,1,1,2,11,5,3,3,1,1,10,7,2,7824,808669,13491,0,8
619,4,2,251879,20,0,1,2,11,5,3,3,2,1,10,7,1,10672,470683,10958,0,7
621,4,2,543417,20,0,1,2,11,5,3,3,2,1,10,7,3,8497,584462,10326,0,6
622,4,2,731584,10,1,1,2,11,5,3,3,1,1,10,7,3,4971,1141813,15925,0,7
626,4,2,510019,10,1,1,2,11,5,3,3,1,1,10,7,3,12013,973818,16520,0,7
627,4,2,327974,18,0,1,2,11,5,3,3,3,1,10,7,1,4626,903774,18121,0,8
628,4,2,231573,23,1,1,2,11,5,3,3,1,1,10,7,2,8375,1319488,18381,0,9
629,4,2,519843,22,0,1,2,11,5,3,3,1,1,10,7,2,10342,1030112,15944,0,6
630,4,2,174606,23,1,1,2,11,5,3,3,2,1,10,7,3,3745,1329843,12645,0,6
632,4,2,612124,12,1,1,2,11,5,3,3,1,1,10,7,2,5355,875853,19160,0,7
633,4,2,325522,12,0,1,2,11,5,3,3,2,1,10,7,2,3690,1317165,11495,0,9
634,4,2,709697,15,1,1,2,11,5,3,3,3,1,10,7,1,5244,1310838,9139,0,6
635,4,2,303442,16,0,1,2,11,5,3,3,1,1,10,7,1,8816,1342002,18483,0,6
637,4,2,739671,14,0,1,2,11,5,3,3,1,1,10,7,2,6587,1386354,15468,0,9
638,4,2,158951,23,1,1,2,11,5,3,3,3,1,10,7,2,10347,1189591,9621,0,7
639,4,2,768227,10,0,1,2,11,5,3,3,3,1,10,7,1,7841,739375,18932,0,6
640,4,2,126466,14,1,1,2,11,5,3,3,1,1,10,7,1,8067,1234236,16668,0,6
642,4,2,528103,10,1,1,2,11,5,3,3,1,1,10,7,2,8214,1087889,17186,0,6
644,4,2,113707,14,1,1,2,11,5,3,3,1,1,10,7,1,3851,541604,17967,0,6
645,4,2,757294,19,0,1,2,11,5,3,3,1,1,10,7,3,10247,1281373,18334,0,7
647,4,2,545674,13,0,1,2,11,5,3,3,1,1,10,7,2,5620,604906,12409,0,7
648,4,2,724673,14,1,1,2,11,5,3,3,1,1,10,7,2,7163,782086,10438,0,8
649,4,2,494596,23,0,1,2,11,5,3,3,2,1,10,7,3,8671,659481,12146,0,7
650,4,2,482458,13,1,1,2,11,5,3,3,1,1,10,7,1,12261,555916,7749,0,7
651,4,2,307783,14,0,1,2,11,5,3,3,1,1,10,7,1,9956,541475,13855,0,7
653,4,2,684649,10,0,1,2,11,5,3,3,1,1,10,7,1,6076,792275,12516,0,9
654,4,2,418743,16,1,1,2,11,5,3,3,3,1,10,7,3,8833,458970,14283,0,8
655,4,2,720492,20,0,1,2,11,5,3,3,3,1,10,7,1,7582,519139,9378,0,8
656,4,2,158830,12,1,1,2,11,5,3,3,3,1,10,7,3,6129,779708,18449,0,8
657,4,2,462721,22,0,1,2,11,5,3,3,2,1,10,7,2,9878,992639,13141,0,7
658,4,2,186962,11,1,1,2,11,5,3,3,1,1,10,7,1,9052,818928,14496,0,8
659,4,2,752211,19,0,1,2,11,5,3,3,1,1,10,7,2,8381,1252615,14170,0,9
660,4,2,181808,12,1,1,2,11,5,3,3,1,1,10,7,3,12014,1243171,16992,0,9
661,4,2,640073,12,0,1,2,11,5,3,3,1,1,10,7,2,4453,1142989,9588,0,6
662,4,2,281381,23,1,1,2,11,5,3,3,1,1,10,7,3,12132,1435664,15387,0,8
664,4,2,355342,12,1,1,2,11,5,3,3,1,1,10,7,2,9786,1416719,13128,0,6
665,4,2,588891,21,0,1,2,11,5,3,3,2,1,10,7,1,4179,1186885,11753,0,9
666,4,2,641364,17,1,1,2,11,5,3,3,2,1,10,7,2,10755,1295815,8201,0,6
667,4,2,124163,11,0,1,2,11,5,3,3,3,1,10,7,2,9779,1200841,13813,0,8
668,4,2,230698,23,1,1,2,11,5,3,3,2,1,10,7,3,7725,1083607,10611,0,8
669,4,2,116437,23,0,1,2,11,5,3,3,1,1,10,7,1,8539,1072765,13722,0,8
670,4,2,275773,12,1,1,2,11,5,3,3,3,1,10,7,2,6023,600262,18623,0,7
671,4,2,455895,15,0,1,2,11,5,3,3,3,1,10,7,3,8797,421344,13321,0,7
672,4,2,759235,24,1,1,2,11,5,3,3,2,1,10,7,2,4004,431456,16243,0,8
673,4,2,184394,17,0,1,2,11,5,3,3,2,1,10,7,1,10899,752183,15088,0,9
674,4,2,520881,19,1,1,2,11,5,3,3,3,1,10,7,3,9025,506801,17349,0,7
675,4,2,576752,13,0,1,2,11,5,3,3,1,1,10,7,1,8230,627257,16750,0,9
677,4,2,193519,11,0,1,2,11,5,3,3,3,1,10,7,1,9500,1248725,15827,0,7
678,4,2,468759,10,1,1,2,11,5,3,3,2,1,10,7,2,5736,1265338,15414,0,7
679,4,2,642934,22,0,1,2,11,5,3,3,3,1,10,7,1,5417,1261763,8687,0,8
681,4,2,382808,22,0,1,2,11,5,3,3,2,1,10,2,3,4964,901445,16887,0,6
682,4,2,575061,15,1,1,2,11,5,3,3,3,1,10,2,1,4456,555742,19295,0,8
683,4,2,640588,10,0,1,2,11,5,3,3,2,1,10,2,1,12513,1306813,8847,0,6
684,4,2,273102,11,1,1,2,11,5,3,3,2,1,10,2,2,5779,960559,10252,0,7
685,4,2,748531,10,0,1,2,11,5,3,3,3,1,10,2,1,5582,1316906,11895,0,7
686,4,2,478099,19,1,1,2,11,5,3,3,2,1,10,2,2,3946,1048240,14815,0,8
687,4,2,606341,17,0,1,2,11,5,3,3,1,1,10,2,3,9586,708910,9354,0,8
690,4,2,698049,12,1,1,2,11,5,3,3,2,1,10,2,3,8247,1420479,8674,0,7
691,4,2,798549,22,0,1,2,11,5,3,3,2,1,10,2,3,8974,673946,11371,0,8
692,4,2,596816,20,1,1,2,11,5,3,3,1,1,10,2,2,7241,746576,7587,0,9
694,4,2,394827,13,1,1,2,11,5,3,3,1,1,10,2,2,9009,1334156,18319,0,8
695,4,2,380690,20,0,1,2,11,5,3,3,2,1,10,2,2,6427,1114332,16751,0,6
696,4,2,656740,15,1,1,2,11,5,3,3,1,1,10,2,2,4693,1042157,15534,0,6
697,4,2,771770,17,0,1,2,11,5,3,3,2,1,10,2,1,11433,508500,17103,0,6
698,4,2,550668,24,1,1,2,11,5,3,3,1,1,10,2,2,6090,1367194,8795,0,6
699,4,2,181127,16,0,1,2,11,5,3,3,2,1,10,2,2,4675,1360757,18427,0,9
700,6,2,352969,19,1,1,2,12,4,2,3,2,1,10,2,2,8337,1344679,19064,0,9
701,6,2,193485,23,0,1,2,12,4,2,3,1,1,10,2,3,8938,1312040,12877,0,9
702,6,2,758389,10,1,1,2,12,4,2,3,1,1,10,2,1,8732,551007,16619,0,8
705,6,2,784320,17,0,1,2,12,4,2,3,2,1,10,2,3,8308,1237389,10209,0,6
706,6,2,392487,20,1,1,2,12,4,2,3,2,1,10,2,1,12187,1076827,16494,0,8
707,6,2,319486,15,0,1,2,12,4,2,3,2,1,10,2,2,4548,1281808,11003,0,8
708,6,2,262829,16,1,1,2,12,4,2,3,2,1,10,2,2,6904,1347173,15685,0,7
710,6,2,794933,13,1,1,2,12,4,2,3,1,1,10,2,2,10639,986496,8925,0,8
711,6,2,794029,11,0,1,2,12,4,2,3,2,1,10,2,2,10328,1161224,18360,0,7
715,6,2,597047,16,0,1,2,12,4,2,3,3,1,10,2,3,9629,867715,12611,0,9
716,6,2,790337,13,1,1,2,12,4,2,3,3,1,10,2,2,7208,1121604,18948,0,9
717,6,2,303147,12,0,1,2,12,4,2,3,1,1,10,2,3,10479,1015128,15100,0,8
718,6,2,216901,11,1,1,2,12,4,2,3,3,1,10,2,2,6749,699890,9430,0,8
720,6,2,501093,22,1,1,2,12,4,2,3,1,1,10,2,2,9198,675616,16623,0,7
721,6,2,276651,13,0,1,2,12,4,2,3,1,1,10,2,1,10202,1093779,18521,0,6
722,6,2,387842,16,1,1,2,12,4,2,3,3,1,10,2,3,3969,1057396,7961,0,7
723,6,2,193662,19,0,1,2,12,4,2,3,3,1,10,2,1,5027,1448366,9929,0,7
724,6,2,553959,22,1,1,2,12,4,2,3,3,1,10,2,1,11391,1235688,9802,0,9
725,6,2,773538,15,0,1,2,12,4,2,3,1,1,10,2,2,8621,644625,9474,0,7
726,6,2,378309,15,1,1,2,12,4,2,3,2,1,10,2,1,5536,1194764,10731,0,6
727,6,2,283981,21,0,1,2,12,4,2,3,2,1,10,2,2,5768,1239117,14473,0,7
728,6,2,540418,24,1,1,2,12,4,2,3,3,1,10,2,2,4470,1129601,12993,0,9
729,6,2,633691,17,0,1,2,12,4,2,3,3,1,10,2,2,8235,679806,15835,0,8
730,6,2,173002,15,1,1,2,12,4,2,3,2,1,10,2,1,11031,935944,9824,0,6
732,6,2,391140,14,1,1,2,12,4,2,3,3,1,10,2,2,8109,1287840,15691,0,6
734,6,2,512246,18,1,1,2,12,4,2,3,1,1,10,2,1,5184,1346080,9524,0,6
735,6,2,260794,16,0,1,2,12,4,2,3,3,1,10,2,2,8909,825894,7978,0,7
736,6,2,301909,14,1,1,2,12,4,2,3,3,1,10,2,2,4268,715112,11533,0,8
